	Abundance
Palmitoyl-CoA	68.8943986444
1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	137.0978683888
Oxidized flavodoxin	68.5489341944
Reduced flavodoxin	68.5489341944
Propanoate	197.0027006276
Propanoyl-CoA	161.819825342
Reduced adrenal ferredoxin	136.135769973
Oxidized adrenal ferredoxin	136.135769973
DNA cytosine	68.0678849865
5-Methylcytosine in DNA	68.0678849865
Cobamide coenzyme	67.8708722948
Adenosine-GDP-cobinamide	135.7417445896
alpha-Ribazole	67.8708722948
Adenosylcobalamin 5'-phosphate	67.8708722948
D-Arabinose 5-phosphate	126.68519196540001
2,3,4,5-Tetrahydrodipicolinate	132.6697956314
(2S,4S)-4-Hydroxy-2,3,4,5-tetrahydrodipicolinate	132.6697956314
Arabinan	131.2552775978
L-Arabinose	65.6276387989
ADP-glucose	109.0584072633
Amylose	267.5388241618
Isocitrate	128.566019023
cis-Aconitate	128.566019023
Creatinine	63.9819546462
Creatine	63.9819546462
tRNA(Val)	63.9404637921
L-Valyl-tRNA(Val)	63.9404637921
NMNH	63.4624800483
Orotidine 5'-phosphate	63.3767199401
L-Alanyl-D-glutamate	63.1681019353
L-Alanyl-L-glutamate	63.1681019353
N-Acetyl-D-glutamate	63.1681019353
Hypoxanthine	123.6481306661
Urate	62.6159381109
HCO3-	194.377088984
Carbamate	150.3819925902
Carboxyphosphate	150.3819925902
Thioredoxin	160.0367244033
Thioredoxin disulfide	160.0367244033
Hydrogen selenide	76.7974634287
Methylselenic acid	59.2904838884
Methaneselenol	59.2904838884
D-Alanine	59.1680526585
[Fe-S] cluster scaffold protein carrying a [4Fe-4S]2	176.9765009649
cluster	176.9765009649
Reduced [2Fe-2S] ferredoxin	353.9530019298
[Protein]-N6-[(R)-dihydrolipoyl]-L-lysine	58.9921669883
[Fe-S] cluster scaffold protein	176.9765009649
Oxidized [2Fe-2S] ferredoxin	353.9530019298
Enzyme N6-(dihydrolipoyl)lysine	77.782738055
3-Dehydroshikimate	111.2663647822
3,5-Dehydroshikimate	55.6331823911
D-Glucuronate	248.05146826329997
D-Fructuronate	55.052403425
D-Galacturonate	55.052403425
Porphobilinogen	219.9239050676
2-Phenylacetamide	54.3438850008
(Indol-3-yl)acetamide	54.3438850008
Indole-3-acetate	54.3438850008
4-Guanidinobutanamide	54.3438850008
4-Guanidinobutanoate	54.3438850008
Monocarboxylic acid amide	54.3438850008
Carboxylate	54.3438850008
Acrylic acid	54.3438850008
Acrylamide	54.3438850008
Benzamide	54.3438850008
Benzoate	54.3438850008
L-3-Aminobutyryl-CoA	53.7022245711
L-2-Amino-3-oxobutanoic acid	53.6290646179
N-Acetyl-D-mannosamine	107.0748236432
Aceneuramate	53.5374118216
UDP-N-acetylmuramoyl-L-alanine	90.4846693777
L-Galactose	53.3546902795
L-Galactono-1,5-lactone	53.3546902795
L-Ornithine	53.1732117412
L-Citrulline	94.2045089903
L-Homoserine	52.5770995019
O-Phospho-L-homoserine	90.7994081862
G13038	52.2433670255
G13039	52.2433670255
(R)-2-Methylmalate	52.0301994282
2-Methylmaleate	104.0603988564
2-Isopropylmaleate	104.0603988564
Coproporphyrinogen III	51.8791734023
Uroporphyrinogen I	51.8791734023
Coproporphyrinogen I	51.8791734023
tRNA(Met)	103.6125484406
Selenomethionyl-tRNA(Met)	51.8062742203
4-Hydroxybenzoate	51.7646498407
Glyoxylate	119.3825742208
D-Glycerate	138.45941394660002
Hydroxypyruvate	51.7075774594
6-Phospho-D-gluconate	149.23668513159998
2-(alpha-Hydroxyethyl)thiamine diphosphate	101.1839757404
Enzyme N6-(lipoyl)lysine	119.9745468071
[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine	101.1839757404
tRNA(Lys)	50.0774316444
L-Lysyl-tRNA	50.0774316444
UDP-glucuronate	85.3411192696
UDP-D-xylose	49.8923114422
1,4-beta-D-Mannooligosaccharide(n)	49.3152184602
(n-2) Orthophosphate	49.3152184602
(n-2) D-Mannose 1-phosphate	49.3152184602
beta-D-Mannosyl-1,4-N-acetyl-D-glucosamine	49.3152184602
2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	70.3217234296
Aminoimidazole ribotide	47.6129672647
GDP-4-dehydro-6-deoxy-D-mannose	47.2293784045
L-Threonine O-3-phosphate	47.1344449806
D-1-Aminopropan-2-ol O-phosphate	47.1344449806
Acetyl adenylate	93.4030915622
Propionyladenylate	93.4030915622
D-Glucono-1,5-lactone 6-phosphate	149.5382927146
5-Aminopentanoate	75.3207584199
D-Proline	46.2969128881
(2R,4S)-2,4-Diaminopentanoate	92.5938257762
2-Amino-4-oxopentanoic acid	92.5938257762
(2R,5S)-2,5-Diaminohexanoate	92.5938257762
2-Amino-5-oxohexanoate	92.5938257762
alpha-D-Galactose 1-phosphate	46.0243108496
Itaconate	45.3128239185
Itaconyl-CoA	45.3128239185
alpha-D-Ribose 1-methylphosphonate 5-triphosphate	45.0516549046
alpha-D-Ribose 1-methylphosphonate 5-phosphate	45.0516549046
Butanoic acid	44.8792083787
Butanoylphosphate	44.8792083787
5-Fluorodeoxyuridine	44.2280106782
D-Glucose 1-phosphate	174.319581504
UDP-N-acetyl-D-mannosamine	43.7080827173
Pimeloyl-CoA	43.6267653541
8-Amino-7-oxononanoate	108.7963753364
Pimeloyl-[acyl-carrier protein]	43.6267653541
2-Deoxy-D-ribose 5-phosphate	71.99694212579999
Hydroxyacetone	41.9488128405
O-Acetyl-L-homoserine	124.8588914619
Methanethiol	41.6196304873
Thiosulfate	100.7462405149
O-Acetyl-L-serine	94.1405691082
beta-D-Glucose 1-phosphate	41.415990457
Lipoylprotein	59.90626483050001
4-Phospho-L-aspartate	40.3408617894
7-Aminomethyl-7-carbaguanine	39.8122009811
tRNA 7-aminomethyl-7-carbaguanine	39.8122009811
2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA	39.3116284624
L-Threonine	71.7815182413
4-Hydroxy-L-threonine	38.2223086843
Thymine	37.0741286606
Cytosine	37.0741286606
D-Glutamate	37.0600455094
6-Thioxanthine 5'-monophosphate	36.8701043677
6-Thioguanosine monophosphate	36.8701043677
S-Inosyl-L-homocysteine	36.7833511809
5'-Methylthioadenosine	36.7833511809
5'-S-Methyl-5'-thioinosine	36.7833511809
Precorrin 6Y	36.5539927948
Precorrin 8X	36.5539927948
Cobalt-dihydro-precorrin 6	36.5539927948
Cobalt-precorrin 7	73.1079855896
Cobalt-precorrin 8	36.5539927948
Galactitol	35.6644659739
Galactitol 1-phosphate	35.6644659739
UDP-glucose	70.9244301842
Acetyl phosphate	35.1828752856
Propanoyl phosphate	35.1828752856
(R)-Methylmalonyl-CoA	34.5944423651
Rutin	34.4206421006
beta-L-Rhamnose	68.8412842012
Naringin	34.4206421006
(Alginate)n	34.2827286226
Oligouronide with 4-deoxy-alpha-L-erythro-hex-4-enopyranuronosyl group	34.2827286226
tRNA(Thr)	33.559209557
L-Threonyl-tRNA(Thr)	33.559209557
Cys-Gly	57.140832446800005
R-S-Cysteinylglycine	57.140832446800005
S-Substituted L-cysteine	57.140832446800005
Urocanate	32.1004604762
4-Hydroxy-2-oxo-heptanedioate	32.0344061231
Succinate semialdehyde	93.09265777799999
2,4-Dihydroxyhept-2-enedioate	32.0344061231
Lactose 6'-phosphate	30.4537485427
Sucrose 6-phosphate	29.929018989
D-Ribose	29.8596799913
Deoxyribose	29.8596799913
3-Oxopropanoate	29.0238455318
4-Aminobutanoate	29.0238455318
5-Oxopentanoate	29.0238455318
L-3-Aminoisobutanoate	29.0238455318
(S)-Methylmalonate semialdehyde	29.0238455318
beta-D-Glucuronoside	27.5712949769
Alcohol	27.5712949769
Bilirubin beta-diglucuronide	27.5712949769
D-Urobilinogen	27.5712949769
G13040	27.5712949769
G09660	27.5712949769
Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide	27.5712949769
Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]	27.5712949769
SN38 glucuronide	27.5712949769
SN-38	27.5712949769
G00526	49.3239725074
G00711	27.5712949769
D-Arabinose	27.5389152999
D-Ribulose	41.960432137400005
L-Fucose	27.5389152999
L-Fuculose	27.5389152999
tRNA(Arg)	27.4764716636
L-Arginyl-tRNA(Arg)	27.4764716636
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	26.1897808232
1,4-beta-D-Xylan	51.7075774594
CDP-glucose	24.8152185588
Cyclic di-3',5'-adenylate	24.2120664717
5'-O-Phosphonoadenylyl-(3'->5')-adenosine	24.2120664717
L-Galactonate	23.903553902
Carboxybiotin-carboxyl-carrier protein	21.9975481969
G13043	21.7526775305
DWA-2	43.505355061
N-Acetylgalactosamine	21.7526775305
G12336	21.7526775305
N-Acetylgalactosamine 4-sulfate	21.7526775305
Hyaluronic acid	43.505355061
S-Adenosyl-4-methylthio-2-oxobutanoate	21.5428446282
7,8-Diaminononanoate	21.5428446282
L-Glutamate 5-semialdehyde	40.3874234552
L-erythro-4-Hydroxyglutamate	60.5811351828
L-4-Hydroxyglutamate semialdehyde	20.1937117276
tRNA(Tyr)	19.5056991007
L-Tyrosyl-tRNA(Tyr)	19.5056991007
4-Imidazolone-5-propanoate	19.5054034241
N-Formimino-L-glutamate	19.5054034241
2-Methylpropanoyl-CoA	18.7905710667
3-Methylbutanoyl-CoA	18.7905710667
Dihydrolipoamide	18.7905710667
Lipoamide	18.7905710667
2-Oxoadipate	18.7905710667
Glutaryl-CoA	18.7905710667
(S)-2-Methylbutanoyl-CoA	18.7905710667
Trimethylamine	18.2485497104
Trimethylamine N-oxide	18.2485497104
n D-Glucose	17.5782506581
n Maltose	17.5782506581
L-Selenocysteine	17.5069795403
Fructan(n	17.4474601026
Fructan(n)	17.4474601026
tRNA(Gly)	15.6852082795
Glycyl-tRNA(Gly)	15.6852082795
L-Ribulose	14.4215168375
Isomaltose	13.2930795782
Starch(n	13.2930795782
Starch(n)	13.2930795782
5,6,7,8-Tetrahydromethanopterin	12.2075349784
5,10-Methylenetetrahydromethanopterin	12.2075349784
tRNA(Asp)	6.1741406998
L-Aspartyl-tRNA(Asp)	6.1741406998
