# Reaction HUMAnN v4.0.0.alpha.1	SRR7947187_merged
SUCCINYLDIAMINOPIMTRANS-RXN	3.3539992788
RXN0-5293	3.3310662091
RXN-17772	3.3222591362
RXN-11236	3.3021504707
RXN-16471	3.3021504707
RXN-21815	3.3021504707
RXN0-3501	3.3021504707
RXN0-6369	3.3021504707
RXN0-7124	3.3021504707
RXN-11891	3.3000828105
RXN-11892	3.3000828105
RXN-15215	3.3000828105
AMINOPARATHION-PHOSPHATASE-RXN	3.2973491548
ARYLDIALKYL-PHOSPHATASE-RXN	3.2973491548
ARYLDIALKYLPHOSPHATASE-RXN	3.2973491548
RXN-20725	3.2973491548
RXN-20731	3.2973491548
RXN-20732	3.2973491548
RXN-20733	3.2973491548
RXN-20734	3.2973491548
RXN-20735	3.2973491548
RXN-8743	3.2973491548
RXN-8746	3.2973491548
RXN-11136	3.2844854822
STREPTOMYCIN-3-ADENYLYLTRANSFERASE-RXN	3.2786885246
3.4.24.75-RXN	3.2741762216
RXN0-7316	3.2659993934
1.1.1.39-RXN	3.2603500789
PABASYN-RXN	3.2599022086
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN	3.2362459547
RXN-13370	3.2362459547
RXN-5581	3.2362459547
DIHYDLIPACETRANS-RXN	3.2137202559
RXN0-1133	3.2137202559
GABATRANSAM-RXN	3.2079718583
2.4.2.31-RXN	3.2040560416
TRIPHOSPHATASE-RXN	3.1916234427
3.4.21.96-RXN	3.1856732297
DIPHTINE--AMMONIA-LIGASE-RXN	3.1681131792
2.4.1.230-RXN	3.1590951741
RXN-15358	3.1590951741
RXN-11176	3.1545741325
1.2.1.2-RXN	3.1401803912
6.3.5.7-RXN	3.1174063381
RXN-13854	3.1159125710
RXN-12148	3.0798660480
PHOSPHASERSYN-RXN	3.0691626027
3.2.1.24-RXN	3.0613206898
RXN-18913	3.0613206898
MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN	3.0574863730
RXN0-6563	3.0368877550
RXN0-5146	3.0291607386
GAMMA-GLUTAMYLTRANSFERASE-RXN	3.0291128312
RXN-18092	3.0291128312
RXN-6601	3.0291128312
RXN-9157	3.0291128312
RXN66-336	3.0291128312
3.6.3.42-RXN	3.0280716648
RXN-13275	3.0184938417
6.1.1.23-RXN	3.0164038180
RXN490-3616	3.0164038180
RXN-12445	3.0155441767
3.5.4.30-RXN	3.0030030030
LACTOSE-6-PHOSPHATE-ISOMERASE-RXN	2.9940119760
RXN-10053	2.9940119760
RXN-13144	2.9940119760
3.4.21.7-RXN	2.9747028615
3.2.1.73-RXN	2.9730241118
3.1.2.14-RXN	2.9701529397
RXN-10727	2.9701529397
RXN-12973	2.9701529397
RXN-13011	2.9701529397
RXN-17108	2.9701529397
RXN-21638	2.9701529397
RXN-21675	2.9701529397
RXN-21706	2.9701529397
RXN-21714	2.9701529397
RXN-21715	2.9701529397
RXN-21716	2.9701529397
RXN-7902	2.9701529397
RXN-9548	2.9701529397
RXN-9549	2.9701529397
RXN-9550	2.9701529397
RXN-9551	2.9701529397
RXN-9555	2.9701529397
RXN66-643	2.9701529397
3.4.24.57-RXN	2.9682999656
ACETATE--COA-LIGASE-RXN	2.9624837275
RXN-18446	2.9624837275
RXN-18447	2.9624837275
RXN-18448	2.9624837275
4.1.1.81-RXN	2.9613946803
PHOSPHONOACETALDEHYDE-HYDROLASE-RXN	2.9603446299
RXN0-2461	2.9366873394
3.2.1.133-RXN	2.9325513196
SUCROSE-PHOSPHORYLASE-RXN	2.9325513196
1.21.4.4-RXN	2.9299162226
CATECHOL-2-3-DIOXYGENASE-RXN	2.9154518950
CATECHOL-23-DIOXYGENASE-RXN	2.9154518950
RXN-10837	2.9154518950
RXN-11219	2.9154518950
RXN-13704	2.9154518950
RXN-9382	2.9154518950
RXN0-6377	2.9150702616
3.1.1.74-RXN	2.8985507246
RXN-14559	2.8742546929
2.1.1.151-RXN	2.8709824840
RXN-8760	2.8709824840
CARNDETRU-RXN	2.8660843011
RXN-19739	2.8582257568
2.7.1.156-RXN	2.8571428571
COBINAMIDEKIN-RXN	2.8571428571
COBINPGUANYLYLTRANS-RXN	2.8571428571
RXN-14063	2.8571428571
3.6.3.41-RXN	2.8394834728
TRANS-RXN-397	2.8394834728
TRANS-RXN0-162	2.8394834728
AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN	2.8392224905
RXN-19124	2.8392224905
PHOSMANMUT-RXN	2.8384440970
RXN-13404	2.8295227498
CHORISMATEMUT-RXN	2.8283645841
4.1.3.17-RXN	2.8089251155
OXALODECARB-RXN	2.8089251155
RXN-12074	2.8089251155
RXN-2464	2.8089251155
RXN-16937	2.8072889806
3.6.4.6-RXN	2.8046989187
2.1.1.74-RXN	2.7997111536
ADENPRIBOSYLTRAN-RXN	2.7899968220
RXN-14270	2.7899968220
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	2.7886276221
NICOTINATEPRIBOSYLTRANS-RXN	2.7854398111
ALLOPHANATE-HYDROLASE-RXN	2.7777777778
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	2.7601837549
RXN0-6565	2.7601837549
UDPMANACATRANS-RXN	2.7548209366
ASPARTATE-RACEMASE-RXN	2.7397260274
RXN-14519	2.7305904413
QUERCETIN-23-DIOXYGENASE-RXN	2.7259155501
2.7.11.24-RXN	2.7248602428
RXN-12839	2.7247956403
RXN0-5298	2.7247956403
2OXOGLUTDECARB-RXN	2.7217160604
L-RHAMNONATE-DEHYDRATASE-RXN	2.7184864500
RXN0-6998	2.7175138282
RXN-6501	2.7071337228
AGMATIN-RXN	2.7059964593
RXN-8891	2.6816957424
METHYLITACONATE-DELTA-ISOMERASE-RXN	2.6666666667
RXN-12177	2.6525198939
RXN-16512	2.6525198939
1.8.4.12-RXN	2.6515706612
RXN-14554	2.6466070298
2.7.9.3-RXN	2.6455026455
UREASE-RXN	2.6432748538
SUGAR-PHOSPHATASE-RXN	2.6351193008
1PFRUCTPHOSN-RXN	2.6246719160
3.1.3.74-RXN	2.6212319790
RXN-14046	2.6212319790
RXN-14181	2.6212319790
PALMITOYL-COA-HYDROLASE-RXN	2.6178010471
RXN-13430	2.6178010471
RXN-13435	2.6178010471
RXN-16063	2.6178010471
RXN-16395	2.6178010471
RXN-9311	2.6178010471
RXN-9624	2.6178010471
RXN-9626	2.6178010471
RXN-9627	2.6178010471
RXN-9628	2.6178010471
RXN-9629	2.6178010471
RXN-9666	2.6178010471
THIOESTER-RXN	2.6178010471
RXN-6702	2.6170350400
FORMATEDEHYDROG-RXN	2.6004525770
RXN-11237	2.6004525770
DHSHIKIMATE-DEHYDRO-RXN	2.5912543076
3.2.1.49-RXN	2.5867434054
MANNITOL-2-DEHYDROGENASE-RXN	2.5773195876
RXN-11833	2.5539225929
RXN-15300	2.5510204082
D-ALANINE-AMINOTRANSFERASE-RXN	2.5429126615
3.2.1.97-RXN	2.5397773818
RXN0-5507	2.5252525253
GLY3KIN-RXN	2.5167481930
3.4.21.83-RXN	2.5156076449
3.6.3.40-RXN	2.5131246222
RXN-18028	2.5131246222
RXN-18029	2.5131246222
TRANS-RXN-314	2.5131246222
3.2.1.70-RXN	2.5062656642
UDPSUGARHYDRO-RXN	2.4943062138
SUCCARGDIHYDRO-RXN	2.4940423244
RXN-11842	2.4879583899
RXN-11695	2.4875621891
ENOYL-ACP-REDUCT-NADH-RXN	2.4709777072
RXN-10657	2.4709777072
RXN-10661	2.4709777072
RXN-11478	2.4709777072
RXN-11482	2.4709777072
RXN-16620	2.4709777072
RXN-16624	2.4709777072
RXN-16628	2.4709777072
RXN-16632	2.4709777072
RXN-21616	2.4709777072
RXN-21620	2.4709777072
RXN-21624	2.4709777072
RXN-21628	2.4709777072
RXN-21633	2.4709777072
RXN-21637	2.4709777072
RXN-21647	2.4709777072
RXN-21652	2.4709777072
RXN-21657	2.4709777072
RXN-21662	2.4709777072
RXN-21667	2.4709777072
RXN-21672	2.4709777072
RXN-21678	2.4709777072
RXN-21683	2.4709777072
RXN-21688	2.4709777072
RXN-21693	2.4709777072
RXN-21699	2.4709777072
RXN-21704	2.4709777072
RXN-9558	2.4709777072
RXN-9635	2.4709777072
RXN-9657	2.4709777072
RXN-9658	2.4709777072
RXN-9659	2.4709777072
RXN-9660	2.4709777072
RXN-9661	2.4709777072
RXN-9662	2.4709777072
RXN-9663	2.4709777072
RXN0-2145	2.4709777072
RXN1G-395	2.4709777072
RXN-111	2.4691358025
1.21.4.1-RXN	2.4679621506
7KAPSYN-RXN	2.4471604487
RXN-11484	2.4471604487
RXN-14633	2.4449877751
RXN-14634	2.4449877751
PALMITOTRANS-RXN	2.4448818780
UROGENIIISYN-RXN	2.4372646324
RXN-17954	2.4293610061
RXN-17957	2.4293610061
RXN0-6732	2.4293610061
DARABKIN-RXN	2.4271844660
FUCULOKIN-RXN	2.4271844660
NADPH-DEHYDROGENASE-RXN	2.4151482709
SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	2.4145689674
3.2.1.89-RXN	2.4088656776
ISOPROPANOL-DEHYDROGENASE-NADP+-RXN	2.4041811847
4.2.3.10-RXN	2.3923444976
BETA-GLUCOSIDE-KINASE-RXN	2.3922865155
RXN0-7090	2.3876746644
METHGLYSYN-RXN	2.3809523810
R101-RXN	2.3809523810
GLYC3PDEHYDROG-RXN	2.3804496017
RXN-15740	2.3804496017
RXN-15745	2.3804496017
RXN-21405	2.3804496017
RXN0-5258-Yeast	2.3804496017
RXN0-5260	2.3804496017
CYTIDEAM-RXN	2.3688099836
CYTIDEAM2-RXN	2.3688099836
3.4.17.13-RXN	2.3638583639
RXN-16664	2.3638583639
RXN0-5227	2.3638583639
ERYTH4PDEHYDROG-RXN	2.3604295176
CEPHALOSPORIN-C-DEACETYLASE-RXN	2.3583045341
PRIBFAICARPISOM-RXN	2.3574696631
RIBOFLAVINSYNDEAM-RXN	2.3486677105
RXN-10058	2.3486677105
2.1.1.34-RXN	2.3429001757
PORPHOBILSYNTH-RXN	2.3419721173
RXN-19490	2.3207434478
RXN0-1382	2.3207434478
RXN-11396	2.3113776133
RXN-17363	2.3062861634
RXN-19774	2.3062861634
URITRANS-RXN	2.2975456521
NAD-SYNTH-NH3-RXN	2.2939240507
2.4.1.117-RXN	2.2848796684
GLUCOSE-1-PHOSPHAT-RXN	2.2815464214
RXN-11496	2.2808381008
RXN-11496-YEAST	2.2808381008
RXN-14905	2.2748221985
LEUCYLTRANSFERASE-RXN	2.2727272727
RXN-17846	2.2727272727
RXN-17847	2.2727272727
RXN-17848	2.2727272727
3.2.1.39-RXN	2.2719953350
3.4.11.10-RXN	2.2659692078
1.3.1.54-RXN	2.2636739615
3.4.19.12-RXN	2.2624558810
5.1.2.3-RXN	2.2551921536
OHACYL-COA-DEHYDROG-RXN	2.2551921536
OHBUTYRYL-COA-EPIM-RXN	2.2551921536
RXN-11245	2.2551921536
RXN-11662	2.2551921536
RXN-12490	2.2551921536
RXN-12570	2.2551921536
RXN-12705	2.2551921536
RXN-12750	2.2551921536
RXN-16133	2.2551921536
RXN-17777	2.2551921536
RXN-17781	2.2551921536
RXN-17786	2.2551921536
RXN-17790	2.2551921536
RXN-17794	2.2551921536
RXN-17798	2.2551921536
RXN-19803	2.2551921536
RXN-20679	2.2551921536
RXN-21224	2.2551921536
RXN-21760	2.2551921536
RXN-21767	2.2551921536
RXN-21771	2.2551921536
RXN-21783	2.2551921536
RXN-21784	2.2551921536
RXN0-2044	2.2551921536
RXN-14247	2.2491195157
RXN-9393	2.2491195157
RXN-9394	2.2491195157
RXN-9421	2.2491195157
RXN-9432	2.2491195157
RXN-9436	2.2491195157
RXN-9443	2.2491195157
RXN-9984	2.2491195157
AMINOBUTDEHYDROG-RXN	2.2429076997
RXN0-7318	2.2429076997
5.3.1.23-RXN	2.2403631816
RXN-21315	2.2403631816
RXN-17630	2.2371364653
RXN-17632	2.2371364653
RXN-17634	2.2371364653
DGTPTRIPHYDRO-RXN	2.2361320487
GALACTARDEHYDRA-RXN	2.2273060925
PROPIONYL-COA-CARBOXY-RXN	2.2262091938
RXN1G-4355	2.2262091938
RXN-11791	2.2238470077
BADH-RXN	2.2164110384
RXN-6382	2.2164110384
RXN-9758	2.2164110384
RXN-11032	2.2026431718
GLU6PDEHYDROG-RXN	2.2010039973
DCYSDESULF-RXN	2.1948200801
RXN-10000	2.1834061135
RXN-10606	2.1663955500
RXN-10607	2.1663955500
RXN-10608	2.1663955500
RXN-10609	2.1663955500
RXN-10616	2.1663955500
RXN-10617	2.1663955500
RXN-10618	2.1663955500
RXN-10619	2.1663955500
RXN-10784	2.1663955500
RXN-11060	2.1663955500
RXN-13607	2.1663955500
RXN-13608	2.1663955500
RXN-14361	2.1663955500
RXN-19358	2.1663955500
RXN-19359	2.1663955500
RXN-19360	2.1663955500
RXN-19361	2.1663955500
RXN-9000	2.1663955500
RXN66-162	2.1663955500
RXN66-168	2.1663955500
RXN66-83	2.1663955500
UDP-GLUCURONOSYLTRANSFERASE-RXN	2.1663955500
RXN-13750	2.1390594544
2.5.1.46-RXN	2.1333387947
2.6.1.82-RXN	2.1097046414
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	2.1097046414
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	2.1097046414
RXN-6423	2.1097046414
CYCLOMALTODEXTRINASE-RXN	2.1070176112
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	2.0920502092
RXN-10032	2.0841227738
RXN-18594	2.0500514063
RXN-18595	2.0500514063
O-SUCCINYLBENZOATE-COA-SYN-RXN	2.0477301814
RXN0-6555	2.0373631636
RXN0-6941	2.0373631636
RXN0-7313	2.0373631636
SUCCGLUDESUCC-RXN	2.0347332387
3.6.3.21-RXN	2.0242914980
ABC-12-RXN	2.0242914980
ABC-13-RXN	2.0242914980
ABC-14-RXN	2.0242914980
ABC-3-RXN	2.0242914980
ABC-37-RXN	2.0242914980
ABC-4-RXN	2.0242914980
TRANS-RXN0-222	2.0242914980
RXN-15047	2.0040080160
3.4.14.12-RXN	2.0035454179
RXN-11483	2.0030511593
RXN-15952	1.9920318725
ABC-64-RXN	1.9841269841
CYTDEAM-RXN	1.9841269841
RXN-14129	1.9841269841
RXN-14197	1.9841269841
4.2.1.103-RXN	1.9762845850
3.4.21.105-RXN	1.9649297571
AMACETOXID-RXN	1.9607843137
AMINEOXID-RXN	1.9607843137
AMINEPHEN-RXN	1.9607843137
RXN-9597	1.9607843137
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	1.9569471624
RXN-12160	1.9569471624
RXN-9225	1.9569471624
RXN-9233	1.9569471624
RXN-9240	1.9569471624
S-CARBOXYMETHYLCYSTEINE-SYNTHASE-RXN	1.9531250000
CYCLOHEXADIENYL-DEHYDROGENASE-RXN	1.9259259259
BIS5-ADENOSYL-TRIPHOSPHATASE-RXN	1.9230769231
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	1.9193857965
LACTOSE6P-HYDROXY-RXN	1.9193857965
ARYLFORMAMIDASE-RXN	1.9083969466
RXN-17150	1.9083969466
HOMSUCTRAN-RXN	1.9035041778
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	1.8893094161
CHLORIDE-PEROXIDASE-RXN	1.8726591760
3.1.13.3-RXN	1.8656716418
TEICHOICSYN4-RXN	1.8604787498
MHPELY-RXN	1.8587603764
AMYLOSUCRASE-RXN	1.8433489090
4.1.1.72-RXN	1.8315018315
RXN-7643	1.8315018315
RXN-7692	1.8315018315
RXN-16247	1.8281535649
RXN-9479	1.8270779140
MANNPDEHYDROG-RXN	1.8256811932
RXN-19911	1.8214504597
RXN0-7013	1.8214504597
3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN	1.8190270728
RXN-16949	1.8190270728
RXN-16950	1.8190270728
RXN-17955	1.8126119023
RXN-17958	1.8126119023
RXN0-6733	1.8126119023
ARGININE-DEIMINASE-RXN	1.8025128046
PGPPHOSPHA-RXN	1.7985611511
RXN-13313	1.7985611511
3.2.1.40-RXN	1.7951302811
RXN-13788	1.7951302811
RXN-16248	1.7951302811
RXN-16249	1.7951302811
RXN-16250	1.7951302811
3.5.1.98-RXN	1.7857142857
NADPH-DEHYDROGENASE-FLAVIN-RXN	1.7857142857
RXN-8568	1.7784805408
RXN0-5461	1.7765349646
RXN-14116	1.7755721876
RXN-14429	1.7730496454
CHOLINE-SULFATASE-RXN	1.7726800069
THIAMIN-PYROPHOSPHOKINASE-RXN	1.7667844523
PPPGPPHYDRO-RXN	1.7665868600
RXN-8771	1.7636684303
3.2.2.24-RXN	1.7534612825
RXN-11635	1.7515045135
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	1.7484288053
RXN1G-4	1.7421814297
RXN-7743	1.7395160893
CHOLOYLGLYCINE-HYDROLASE-RXN	1.7361111111
RXN-17388	1.7361111111
ABC-34-RXN	1.7293664439
TRANS-RXN0-573	1.7293664439
2-AMINOADIPATE-AMINOTRANSFERASE-RXN	1.7241379310
RXN0-4301	1.7211703959
OHMETPYRKIN-RXN	1.7163200810
PYRIMSYN3-RXN	1.7163200810
KETOTETROSE-PHOSPHATE-ALDOLASE-RXN	1.7152658662
RXN-12894	1.7123287671
RXN-12895	1.7123287671
RXN-15096	1.7123287671
RXN-15181	1.7123287671
TRANS-RXN-155B	1.7123287671
RXN-13269	1.7006802721
3.2.1.78-RXN	1.6971004521
3.8.1.8-RXN	1.6927474098
LIPIDADISACCHARIDESYNTH-RXN	1.6882131520
RXN-20785	1.6882131520
3.2.1.25-RXN	1.6867727075
R10-RXN	1.6835016835
RXN-11565	1.6723355018
RXN-11566	1.6723355018
3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN	1.6651773559
RXN-15309	1.6651773559
RXN-9223	1.6651773559
RXN-9231	1.6651773559
RXN-9238	1.6651773559
DIAMACTRANS-RXN	1.6638935108
RXN-0	1.6638935108
RXN-19536	1.6638935108
RXN-9939	1.6638935108
RXN0-7165	1.6638935108
SPERMACTRAN-RXN	1.6638935108
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	1.6611295681
RXN-21514	1.6611295681
3.4.19.5-RXN	1.6569311554
RXN-21711	1.6569311554
RXN0-3241	1.6569311554
IMIDAZOLONEPROPIONASE-RXN	1.6518726346
4.1.1.32-RXN	1.6501650165
RXN-12481	1.6501650165
1.13.11.16-RXN	1.6447368421
H2PTERIDINEPYROPHOSPHOKIN-RXN	1.6447368421
RXN-12073	1.6447368421
RXN-15733	1.6447368421
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	1.6366612111
RXN-20716	1.6366612111
RXN-15297	1.6286644951
RXN-8992	1.6278989552
KDOTRANS-RXN	1.6239075747
RXN-20790	1.6239075747
1.1.1.261-RXN	1.6186599220
2.6.1.22-RXN	1.6169582002
RXN-19792	1.6152914255
RXN-2103	1.6152914255
GMP-REDUCT-RXN	1.6077170418
OROTPDECARB-RXN	1.5974194008
2.1.1.77-RXN	1.5952389810
3.4.21.25-RXN	1.5946633704
RXN-12613	1.5772870662
THIAMINASE-RXN	1.5772870662
RXN0-2042	1.5748031496
ARYLSULFATE-SULFOTRANSFERASE-RXN	1.5668425981
RXN-13124	1.5552099533
RXN-13125	1.5552099533
RXN-13145	1.5552099533
RXN-13147	1.5552099533
RXN-13148	1.5552099533
RXN-13149	1.5552099533
RXN-13164	1.5552099533
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	1.5525440531
RXN-19025	1.5525440531
RXN-19026	1.5525440531
RXN-19242	1.5525440531
RXN-19243	1.5525440531
RXN-19244	1.5525440531
RXN-19245	1.5525440531
RXN-19246	1.5525440531
RXN-19247	1.5525440531
RXN-19248	1.5525440531
RXN-20897	1.5525440531
SINAPINE-ESTERASE-RXN	1.5455950541
RXN-13597	1.5360983103
RXN-17215	1.5342737545
RXN-17222	1.5342737545
RXN-17224	1.5342737545
RXN-17246	1.5342737545
RXN-17272	1.5342737545
RXN-7563	1.5313989021
3.4.11.24-RXN	1.5307593510
3.2.1.91-RXN	1.5265524932
RXN-12305	1.5265524932
DARAB5PISOM-RXN	1.5249969604
2.4.1.208-RXN	1.5243902439
ADENYLATECYC-RXN	1.5101667342
ALTRODEHYDRAT-RXN	1.4978725216
FLAVONADPREDUCT-RXN	1.4966198185
UDP-N-ACETYLGLUCOSAMINE-4-EPIMERASE-RXN	1.4925373134
RXN0-3942	1.4910159509
3.4.14.11-RXN	1.4908105103
3.1.1.81-RXN	1.4858841010
RXN-10047	1.4858841010
RXN-10048	1.4858841010
RXN-10049	1.4858841010
RXN-10050	1.4858841010
RXN-10051	1.4858841010
RXN-10052	1.4858841010
PURINE-NUCLEOSIDASE-RXN	1.4771048744
RXN0-363	1.4771048744
RXN0-366	1.4771048744
AMIDASE-RXN	1.4754865677
GUANIDINOBUTANAMIDE-NH3-RXN	1.4754865677
PYRAZIN-RXN	1.4754865677
R311-RXN	1.4754865677
RXN-14727	1.4754865677
RXN-14728	1.4754865677
RXN-17608	1.4754865677
RXNN-404	1.4754865677
RXN0-5144	1.4705573412
RXN-16748	1.4625230474
3.4.24.16-RXN	1.4619883041
CITLY-RXN	1.4513788099
CITRYLY-RXN	1.4513788099
RXN-7929	1.4513788099
ACETYLSYNCLTH-RXN	1.4436870252
RXN-15180	1.4377904216
TRANS-RXN-168	1.4377904216
GLUTAMATE-SYNTHASE-NADH-RXN	1.4291065221
3.4.13.22-RXN	1.4277461955
CREATININASE-RXN	1.4265335235
RXN0-1241	1.4246847675
1.1.1.127-RXN	1.4224751067
RXN-20088	1.4224751067
RXN-16061	1.4204545455
RXN-16062	1.4204545455
TUBULIN-N-ACETYLTRANSFERASE-RXN	1.4184397163
RXN-12480	1.4144271570
RXN-10819	1.4131207848
3.4.21.102-RXN	1.4010357537
2.7.7.33-RXN	1.4006052362
6PGLUCONOLACT-RXN	1.3986013986
3.4.24.56-RXN	1.3908205841
RXN-8505	1.3863827393
RXN-12227	1.3850415512
RXN-11840	1.3812154696
RXN-19351	1.3812154696
ARYL-ALCOHOL-DEHYDROGENASE-RXN	1.3806135364
BENZYL-ALC-DEHYDROGENASE-RXN	1.3806135364
BENZYL-ALCOHOL-DEHYDROGENASE-RXN	1.3806135364
RXN-16953	1.3806135364
RXN-16954	1.3806135364
RXN-8580	1.3806135364
RXN-8581	1.3806135364
RXN-9909	1.3806135364
3.5.1.77-RXN	1.3793103448
RXN0-5433	1.3793103448
ACYLGPEACYLTRANS-RXN	1.3772226349
RXN0-882	1.3755158184
RXN-12463	1.3736263736
RXN-9952	1.3652838694
FORMIMINOGLUTAMASE-RXN	1.3605442177
GDPMANDEHYDRA-RXN	1.3568521031
RXN-15041	1.3524975029
RXN-19726	1.3524975029
RXN-19727	1.3524975029
RXN-19728	1.3524975029
RXN-19729	1.3524975029
3.4.24.13-RXN	1.3516214530
RXN-11714	1.3513513514
HISTONE-ACETYLTRANSFERASE-RXN	1.3458950202
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	1.3422818792
RXN-10949	1.3422818792
RXN-10952	1.3422818792
RXN-10953	1.3422818792
RXN-10954	1.3422818792
RXN-7253	1.3422818792
RXN0-5408	1.3422818792
RXN-8763	1.3223178463
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	1.3195824729
METHCOCLTH-RXN	1.3175230567
RXN-14178	1.3175230567
RXN-17760	1.3175230567
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	1.3157894737
SIROHEME-FERROCHELAT-RXN	1.3145711838
HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN	1.3089005236
RXN-16970	1.3089005236
4.2.2.2-RXN	1.3084332977
UDP-GLUCURONATE-DECARBOXYLASE-RXN	1.3020833333
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	1.2953367876
2.7.8.6-RXN	1.2919896641
NAPHTHOATE-SYN-RXN	1.2919896641
RXN-9380	1.2886681408
RXN-10009	1.2853470437
RXN-15734	1.2853470437
RXN1G-2	1.2820512821
RXN-9775	1.2706480305
RXN-9988	1.2647002032
HEMEOSYN-RXN	1.2642225032
RXN-20645	1.2642225032
2.4.1.119-RXN	1.2515644556
RXN-16761	1.2515644556
ACETOACETATE-DECARBOXYLASE-RXN	1.2484394507
RXN-10462	1.2472380552
RXN-13805	1.2472380552
RXN-1381	1.2472380552
RXN-15045	1.2472380552
RXN-16024	1.2472380552
RXN-16117	1.2472380552
RXN-17016	1.2472380552
RXN-17017	1.2472380552
RXN-17018	1.2472380552
RXN-20513	1.2472380552
RXN-20564	1.2472380552
RXN-12444	1.2470831734
RXN-11596	1.2453300125
3.2.1.135-RXN	1.2443293631
RXN-12687	1.2437810945
RXN-12688	1.2437810945
RXN-17387	1.2437810945
RXN-17395	1.2437810945
RXN-17414	1.2437810945
RXN-17415	1.2437810945
TRNA-URACIL-5--METHYLTRANSFERASE-RXN	1.2428770818
CHD-RXN	1.2422379418
RXN0-7230	1.2422379418
H2NEOPTERINALDOL-RXN	1.2376237624
RXN-10857	1.2376237624
ERYTHRONOLIDE-SYNTHASE-RXN	1.2361266986
3.2.1.50-RXN	1.2335489323
1.21.4.3-RXN	1.2330456227
3.2.1.156-RXN	1.2300123001
PYRIDOXINE-4-DEHYDROGENASE-RXN	1.2269938650
PHENOL-2-MONOOXYGENASE-RXN	1.2180006057
RXN-10125	1.2180006057
RXN-10127	1.2180006057
RXN-10128	1.2180006057
RXN-10129	1.2180006057
2.7.7.15-RXN	1.2163135707
RXN-12278	1.2106537530
RXN-12279	1.2106537530
RXN-12384	1.2106537530
RXN-15909	1.2106537530
RXN-1827	1.2106537530
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN	1.2070287389
RXN-11146	1.2048192771
OXALOACETATE-TAUTOMERASE-RXN	1.1947431302
RXN-13221	1.1890606421
RXN-12366	1.1883508314
RXN-12367	1.1883508314
RXN0-2001	1.1883508314
1.5.1.24-RXN	1.1862396204
3.5.3.22-RXN	1.1862396204
RXN-11070	1.1858253507
3.2.2.10-RXN	1.1848341232
RXN-14065	1.1848341232
OLEATE-HYDRATASE-RXN	1.1834584718
RXN-15092	1.1806375443
RXN-15166	1.1806375443
RXN-15167	1.1806375443
CARNITINE-O-PALMITOYLTRANSFERASE-RXN	1.1750881316
RXN-18370	1.1750881316
RXN-18371	1.1750881316
RXN-18372	1.1750881316
RXN-18373	1.1750881316
RXN-21778	1.1750881316
RXN-9918	1.1750881316
4.2.2.17-RXN	1.1710179264
3.4.21.72-RXN	1.1684960186
AICARSYN-RXN	1.1679378645
AMPSYN-RXN	1.1679378645
BIOTIN-CARBOXYL-RXN	1.1621900826
MYO-INOSITOL-1-KINASE-RXN	1.1614401858
RXN-9510	1.1597565486
RXN0-5375	1.1574074074
TETHYDPICSUCC-RXN	1.1547344111
TRANS-RXN-169	1.1547344111
2.1.3.9-RXN	1.1534025375
2.5.1.64-RXN	1.1530319322
RXN-10086	1.1524185824
RXN-3641	1.1524185824
D-THREO-ALDOSE-1-DEHYDROGENASE-RXN	1.1461728803
RXN-11361	1.1402508552
NITRIC-OXIDE-REDUCTASE-RXN	1.1376564278
ALLOSE-KINASE-RXN	1.1363636364
6.3.2.7-RXN	1.1299435028
PHOSPHATE-BUTYRYLTRANSFERASE-RXN	1.1299435028
RXN-18590	1.1273957159
ARGINYLTRANSFERASE-RXN	1.1185682327
RXN-17888	1.1185682327
RXN-17889	1.1185682327
RXN-17890	1.1185682327
RXN-17891	1.1185682327
4.1.2.42-RXN	1.0989010989
RXN-9702	1.0989010989
L-ARABINONOLACTONASE-RXN	1.0964912281
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	1.0959067823
ENZRXN-201-RXN	1.0959067823
RXN-10717	1.0959067823
RXN-12299	1.0959067823
